client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,num_properties,total_investment,avg_sale_price,avg_floor_area,max_sale_price,unit_categories,age,is_investor,loan_applied_flag,price_per_sqft
C0924,Individual,Emily,Wright,,F,Usa,California,Home,4,No,Website,4.0,1558670.83,389667.7075,1313.38,535687.32,"Apartment,Office",53.36755646817248,0,0,296.6907578157121
C0925,Individual,Michael,Ward,1944-05-12,M,Germany,Hamburg,Home,2,No,Website,3.0,1308035.02,436011.67333333334,1471.8999999999999,523966.96,"Apartment,Office",79.63860369609856,0,0,296.2237063206287
C0926,Individual,Lauren,Harris,1961-04-04,F,Usa,California,Home,3,No,Website,3.0,1078841.73,359613.91,1207.6466666666668,416303.05,"Apartment,Office",62.743326488706366,0,0,297.78073332707686
C0927,Individual,Carol,Hayes,1962-11-04,F,France,Ile-De-France,Home,4,No,Client,3.0,933499.38,311166.46,952.2633333333333,571089.66,"Apartment,Office",61.158110882956876,0,0,326.7651384946041
C0928,Individual,Jordan,Jordan,,M,Usa,California,Home,1,Yes,Agency,3.0,758070.13,252690.04333333333,883.7466666666666,392319.37,"Apartment,Office",53.36755646817248,0,1,285.93040614957533
C0929,Individual,Jack,Hall,,M,Usa,Washington,Home,4,No,Website,3.0,1167841.72,389280.5733333333,1117.9399999999998,407054.73,Apartment,53.36755646817248,0,0,348.21240257378156
C0930,Individual,Debra,Moore,,F,Usa,Washington,Investment,1,Yes,Agency,3.0,924305.53,308101.8433333333,1110.6233333333332,410092.17,Apartment,53.36755646817248,1,1,277.41344350169726
C0931,Individual,Daniel,Parker,,M,Usa,Nevada,Investment,2,Yes,Client,3.0,997418.61,332472.87,1090.9466666666667,380782.35,Apartment,53.36755646817248,1,1,304.7563003385439
C0932,Individual,Kathleen,Moore,,F,Usa,New York,Home,5,No,Website,4.0,1468310.6600000001,367077.66500000004,1196.9724999999999,567793.82,Apartment,53.36755646817248,0,0,306.67176146486247
C0933,Individual,Kimberly,Johnson,1955-09-03,F,Usa,California,Home,4,No,Website,3.0,1077170.94,359056.98,1155.4633333333334,411210.31,"Apartment,Office",68.32854209445586,0,0,310.7471865543115
C0934,Individual,Barbara,Allen,1943-10-02,F,Uk,Northern Ireland,Investment,5,Yes,Website,3.0,912489.5900000001,304163.1966666667,1086.9833333333333,426691.03,Apartment,80.24914442162903,1,1,279.82323862678055
C0935,Individual,Katherine,Cooper,,F,Canada,Manitoba,Home,4,No,Agency,3.0,1133032.49,377677.49666666664,1221.6766666666665,459433.77,"Apartment,Office",53.36755646817248,0,0,309.1468528224872
C0936,Individual,Carolyn,Brooks,1951-04-10,F,Usa,California,Home,3,No,Client,3.0,782945.97,260981.99,879.3433333333332,312643.26,"Apartment,Office",72.72826830937714,0,0,296.79191290470544
C0937,Individual,Gerald,Chavez,1982-04-03,M,Usa,Arizona,Home,5,No,Client,4.0,1370340.9100000001,342585.22750000004,1127.3175,462252.41,Apartment,41.74674880219028,0,0,303.8941802109876
C0938,Individual,William,Chavez,1963-05-08,M,Russia,Krasnodar Krai,Home,4,No,Website,3.0,854217.7,284739.23333333334,851.87,448751.61,Apartment,60.65160848733744,0,0,334.25197897957827
C0939,Individual,Anna,Alexander,1978-02-02,F,Belgium,Brussels,Investment,1,No,Website,4.0,1190833.68,297708.42,996.3625,478857.61,Apartment,45.91101984941821,1,0,298.7952878595893
C0940,Individual,Kyle,Bell,,M,Usa,Virginia,Investment,5,No,Website,4.0,1628937.85,407234.4625,1332.2825,627200.92,"Apartment,Office",53.36755646817248,1,0,305.6667504827242
C0941,Individual,Grace,Moore,,F,Mexico,Jalisco,Home,1,No,Agency,3.0,1028314.09,342771.36333333334,1089.46,410663.51,"Apartment,Office",53.36755646817248,0,0,314.6250099437642
C0942,Individual,Joan,Jackson,,F,Usa,California,Home,1,No,Website,4.0,1402631.76,350657.94,1008.6625,500962.79,Apartment,53.36755646817248,0,0,347.64645260431513
C0943,Individual,Karen,Cox,,F,Canada,Manitoba,Investment,5,No,Website,3.0,975048.28,325016.0933333333,1129.1766666666665,404116.95,"Apartment,Office",53.36755646817248,1,0,287.8345815387613
C0944,Individual,Virginia,Hughes,,F,Usa,Florida,Home,2,No,Website,3.0,1256722.03,418907.3433333333,1283.46,673008.78,"Apartment,Office",53.36755646817248,0,0,326.3890914662968
C0945,Individual,Emily,Hayes,1945-09-04,F,France,Provence,Home,4,No,Website,3.0,973406.55,324468.85000000003,1102.8633333333335,415439.74,Apartment,78.32443531827515,0,0,294.20585506212615
C0946,Individual,Ashley,Weaver,1946-07-04,F,Usa,Nevada,Investment,3,Yes,Agency,3.0,827605.63,275868.54333333333,897.3100000000001,378567.66,Apartment,77.49486652977413,1,1,307.43950622787366
C0947,Individual,Samantha,Cox,,F,Usa,Texas,Home,2,No,Website,3.0,1096583.29,365527.76333333337,1190.3133333333333,488382.72,Apartment,53.36755646817248,0,0,307.0853304732088
C0948,Individual,Emma,Nelson,,F,Usa,California,Investment,3,Yes,Website,4.0,1532000.51,383000.1275,1299.3675,465555.5,"Apartment,Office",53.36755646817248,1,1,294.7588942312317
C0949,Individual,Julia,Price,,F,Usa,Colorado,Investment,5,Yes,Client,4.0,1397057.95,349264.4875,1102.2725,679222.65,"Apartment,Office",53.36755646817248,1,1,316.8585694553751
C0950,Individual,Christina,Price,1991-12-11,F,Usa,Texas,Investment,5,No,Website,4.0,1418212.48,354553.12,1146.9925,518468.37,"Apartment,Office",32.05749486652977,1,0,309.1154650095794
C0951,Individual,Rachel,Chavez,,F,Mexico,Nuevo Leon,Home,1,Yes,Client,4.0,1658301.92,414575.48,1290.8,601046.95,Apartment,53.36755646817248,0,1,321.1771614502634
C0952,Individual,Ann,Martin,1959-09-03,F,Usa,Oregon,Home,5,No,Website,4.0,1886501.9300000002,471625.48250000004,1510.65,548316.4,"Apartment,Office",64.32854209445586,0,0,312.20036573660343
C0953,Company,Helios,Co,,M,Usa,Washington,Home,5,Yes,Website,3.0,639815.0,213271.66666666666,839.1433333333334,294124.85,Apartment,53.36755646817248,0,1,254.1540380467381
C0954,Individual,Michael,Evans,1950-04-08,M,France,Brittany,Investment,4,Yes,Agency,4.0,1493788.0,373447.0,1204.4975,533253.25,"Apartment,Office",73.73305954825462,1,1,310.0438149518783
C0955,Individual,Megan,Garcia,1969-01-11,F,Usa,California,Home,1,No,Website,3.0,1098111.78,366037.26,1205.9633333333334,398094.9,Apartment,54.97056810403833,0,0,303.52271075129426
C0956,Individual,Donald,Jackson,1966-03-10,M,Usa,California,Home,1,Yes,Website,4.0,1647197.45,411799.3625,1294.645,512614.55,"Apartment,Office",57.81245722108145,0,1,318.07898111065197
C0957,Company,Crestwood,Co,,M,Usa,Oregon,Home,2,Yes,Client,4.0,1295242.02,323810.505,1072.5575,438504.35,Apartment,53.36755646817248,0,1,301.9050307326181
C0958,Individual,Betty,Rogers,1991-07-11,F,Usa,Nevada,Home,1,Yes,Website,4.0,936091.4500000001,234022.86250000002,834.6575,319340.28,Apartment,32.47638603696099,0,1,280.3819081479529
C0959,Individual,Carl,Hayes,,M,Usa,California,Home,3,No,Agency,4.0,1840159.66,460039.915,1572.79,590672.73,Apartment,53.36755646817248,0,0,292.4992624571621
C0960,Individual,Linda,Bennett,1960-04-01,F,Usa,Arizona,Investment,1,Yes,Client,4.0,1380084.58,345021.145,1148.2475,499350.81,"Apartment,Office",63.75085557837098,1,1,300.47628668906316
C0961,Individual,Brandon,Morales,1974-08-03,M,Uk,Wales,Home,2,Yes,Website,4.0,1681311.67,420327.9175,1271.345,693731.35,Apartment,49.412731006160165,0,1,330.616722840771
C0962,Individual,Nicholas,Hansen,,M,Usa,California,Home,4,No,Website,4.0,1335726.82,333931.705,1114.2125,523288.27,Apartment,53.36755646817248,0,0,299.7019913167371
C0963,Individual,James,Davis,1941-08-09,M,Canada,Alberta,Home,4,No,Agency,3.0,598874.99,199624.99666666667,678.9699999999999,222973.92,"Apartment,Office",82.39561943874058,0,0,294.01151253614546
C0964,Individual,Elizabeth,Hall,,F,Usa,California,Home,4,No,Website,3.0,1015121.6900000001,338373.89666666667,1168.3833333333334,485910.88,Apartment,53.36755646817248,0,0,289.60863015848105
C0965,Individual,Lauren,Adams,,F,Usa,New York,Investment,3,No,Website,3.0,840199.6100000001,280066.5366666667,862.1066666666666,359492.59,"Apartment,Office",53.36755646817248,1,0,324.86297519255163
C0966,Company,Corvus,Co,1995-10-11,M,Usa,California,Investment,3,No,Website,4.0,1606785.0499999998,401696.26249999995,1510.34,470809.32,"Apartment,Office",28.22450376454483,1,0,265.96412893785504
C0967,Individual,Jennifer,Moore,,F,Usa,California,Home,2,No,Agency,3.0,705599.66,235199.8866666667,879.3433333333332,283671.4,"Apartment,Office",53.36755646817248,0,0,267.47218947472174
C0968,Individual,Julie,Hansen,,F,Usa,Arizona,Home,4,No,Website,3.0,1089074.71,363024.9033333333,1168.3833333333334,514916.07,"Apartment,Office",53.36755646817248,0,0,310.70701967105543
C0969,Individual,Amber,Ward,,F,Russia,Tatarstan,Investment,1,Yes,Agency,3.0,1118760.19,372920.0633333333,1186.4366666666667,635034.32,"Apartment,Office",53.36755646817248,1,1,314.3194017941679
C0970,Individual,Peter,Johnson,1986-12-01,M,Denmark,North Denmark,Home,3,Yes,Website,4.0,1596404.25,399101.0625,1313.38,594737.23,"Apartment,Office",37.08418891170431,0,1,303.87326021410405
C0971,Individual,Cynthia,Mitchell,1969-06-02,F,Usa,Colorado,Investment,5,Yes,Website,4.0,1278450.05,319612.5125,1011.23,539007.54,Apartment,54.58179329226557,1,1,316.063123621728
C0972,Individual,Sandra,Evans,,F,Usa,Arizona,Home,5,No,Agency,4.0,1298009.03,324502.2575,1072.985,578906.36,Apartment,53.36755646817248,0,0,302.4294444936323
C0973,Individual,Charles,Stone,1992-12-03,M,Usa,California,Investment,2,No,Client,4.0,1595817.1600000001,398954.29000000004,1210.7375000000002,617314.75,"Apartment,Office",31.077344284736483,1,0,329.51344944713446
C0974,Individual,Michael,Hansen,,M,Usa,New York,Home,1,No,Agency,4.0,1210990.11,302747.5275,1008.395,589033.68,Apartment,53.36755646817248,0,0,300.2271208207102
C0975,Individual,Gregory,Reyes,1946-07-09,M,Usa,Utah,Home,4,No,Website,3.0,941310.61,313770.2033333333,1050.08,387772.79,Apartment,77.48117727583846,0,0,298.8059989080197
C0976,Individual,Ryan,Miller,,M,Usa,California,Home,4,Yes,Website,4.0,1206149.98,301537.495,947.7475000000001,437270.83,"Apartment,Office",53.36755646817248,0,1,318.162268958768
C0977,Individual,Ryan,James,1996-04-07,M,Usa,California,Home,1,No,Agency,3.0,944672.95,314890.98333333334,1092.5066666666667,465826.16,Apartment,27.734428473648187,0,0,288.2279742000049
C0978,Individual,Lauren,Brown,1963-11-11,F,Usa,California,Home,4,Yes,Website,3.0,1449360.9100000001,483120.3033333334,1526.9566666666667,511639.2,Apartment,60.139630390143736,0,1,316.3942460711612
C0979,Individual,Madison,Roberts,,F,Canada,Quebec,Investment,4,No,Website,3.0,864661.4500000001,288220.48333333334,939.3299999999999,387129.95,Apartment,53.36755646817248,1,0,306.836237885869
C0980,Individual,Daniel,Davis,,M,Usa,New York,Investment,1,Yes,Website,3.0,1156326.6400000001,385442.2133333334,1392.5566666666666,459833.04,"Apartment,Office",53.36755646817248,1,1,276.787453293343
C0981,Individual,Jessica,Stewart,,F,Usa,California,Investment,1,No,Website,4.0,2048324.19,512081.0475,1555.2975000000001,529558.26,"Apartment,Office",53.36755646817248,1,0,329.2495792605594
C0982,Individual,Joyce,Jackson,1961-07-08,F,Canada,Manitoba,Investment,5,Yes,Agency,3.0,1443503.73,481167.91,1456.36,567471.58,Apartment,62.483230663928815,1,1,330.3907756323986
C0983,Individual,Brittany,Freeman,,F,Germany,North Rhine-Westphalia,Home,4,No,Website,3.0,803219.7,267739.89999999997,899.62,354787.43,Apartment,53.36755646817248,0,0,297.61443720682064
C0984,Individual,Mark,Johnson,1962-12-03,M,Canada,British Columbia,Home,5,Yes,Agency,3.0,1206529.21,402176.4033333333,1337.1733333333334,508281.75,"Apartment,Office",61.07871321013005,0,1,300.7660961431078
C0985,Individual,Ruth,Griffin,,F,Usa,California,Home,1,Yes,Website,3.0,886990.72,295663.5733333333,934.4333333333334,460231.54,"Apartment,Office",53.36755646817248,0,1,316.40948881675166
C0986,Individual,Jacqueline,Ward,,F,Russia,Saint Petersburg,Home,2,No,Website,3.0,1445226.07,481742.0233333334,1510.3766666666668,667262.77,"Apartment,Office",53.36755646817248,0,0,318.95488983984126
C0987,Individual,Maria,Johnson,,F,Germany,North Rhine-Westphalia,Home,1,Yes,Agency,4.0,1086018.36,271504.59,984.12,443461.13,"Apartment,Office",53.36755646817248,0,1,275.8856541885136
C0988,Individual,Douglas,Cooper,,M,Usa,Texas,Home,3,Yes,Agency,3.0,695033.8,231677.93333333335,724.0866666666667,306320.78,Apartment,53.36755646817248,0,1,319.9588447055141
C0989,Individual,Amber,Cook,,F,Usa,Oregon,Home,4,No,Website,4.0,1129907.31,282476.8275,1035.1925,498692.85,"Apartment,Office",53.36755646817248,0,0,272.8737191391939
C0990,Individual,Carl,Carter,,M,Usa,Utah,Home,4,No,Website,4.0,1588383.3599999999,397095.83999999997,1321.76,495705.73,Apartment,53.36755646817248,0,0,300.42960900617356
C0991,Individual,Heather,Adams,,F,Usa,Nevada,Home,1,No,Website,3.0,1223116.15,407705.3833333333,1464.8466666666666,500394.39,Apartment,53.36755646817248,0,0,278.32632084359227
C0992,Individual,Scott,Hughes,,M,Denmark,Capital Region,Home,1,Yes,Website,4.0,1478482.61,369620.6525,1205.465,484664.3,Apartment,53.36755646817248,0,1,306.6208081528705
C0993,Individual,Ryan,Campbell,1954-03-11,M,Usa,California,Home,2,Yes,Website,3.0,530494.44,176831.47999999998,610.62,217783.6,Apartment,69.80971937029432,0,1,289.5933313681176
C0994,Individual,Michael,Moore,,M,Usa,California,Home,3,No,Website,4.0,1379902.8699999999,344975.71749999997,1187.8925000000002,578315.7,Apartment,53.36755646817248,0,0,290.40987926096
C0995,Individual,Amanda,Kim,,F,Australia,New South Wales,Home,1,Yes,Website,3.0,1004120.77,334706.92333333334,1037.11,570222.0,"Apartment,Office",53.36755646817248,0,1,322.73039825412286
C0996,Individual,Terry,Howard,1956-06-11,M,Canada,Manitoba,Home,2,Yes,Client,3.0,888968.0,296322.6666666667,941.2099999999999,463182.68,"Apartment,Office",67.5564681724846,0,1,314.83161745696145
C0997,Individual,Terry,Collins,1950-03-11,M,Usa,California,Investment,3,Yes,Agency,3.0,1607877.07,535959.0233333333,1654.4733333333334,578538.26,"Apartment,Office",73.80971937029432,1,1,323.94539853568705
C0998,Company,Grandis,Co,1969-05-06,F,Usa,Virginia,Home,4,No,Agency,4.0,1230552.15,307638.0375,1053.27,503618.69,"Apartment,Office",54.65571526351814,0,0,292.0789897177362
C0999,Individual,Jacqueline,Cox,,F,Usa,California,Investment,3,No,Agency,3.0,661984.35,220661.44999999998,753.3133333333334,322054.98,Apartment,53.36755646817248,1,0,292.9212058727222
C1000,Individual,Judith,Parker,,F,Usa,Utah,Home,2,Yes,Website,4.0,1629372.23,407343.0575,1316.6550000000002,574257.04,Apartment,53.36755646817248,0,1,309.3772153677311
C1001,Individual,Aaron,Nelson,,M,Usa,California,Home,3,No,Website,4.0,1650296.94,412574.235,1326.3725,574884.08,Apartment,53.36755646817248,0,0,311.0545755434465
C1002,Individual,Scott,Hughes,1967-06-08,M,Usa,California,Home,5,No,Website,3.0,1064050.72,354683.5733333333,1052.0866666666668,570302.17,"Apartment,Office",56.56673511293634,0,0,337.12391247869306
C1003,Individual,Lauren,Bennett,1977-08-11,F,Usa,Nevada,Home,2,No,Website,3.0,1164909.23,388303.07666666666,1303.7766666666666,522271.82,"Apartment,Office",46.390143737166326,0,0,297.82944164772596
C1004,Individual,Alexander,Anderson,,M,Usa,Oregon,Home,3,Yes,Website,4.0,1553467.6600000001,388366.91500000004,1254.045,554713.49,Apartment,53.36755646817248,0,1,309.6913707243361
C1005,Individual,Barbara,Chavez,1988-06-07,F,Germany,Hamburg,Home,3,No,Client,3.0,778101.6000000001,259367.20000000004,993.0033333333334,325562.57,"Apartment,Office",35.56741957563313,0,0,261.1946921964008
C1006,Individual,Stephanie,Weaver,,F,Usa,Georgia,Home,1,No,Website,3.0,738938.8,246312.93333333335,828.39,317877.17,Apartment,53.36755646817248,0,0,297.33933694676824
C1007,Individual,Joyce,Brooks,,F,Uk,England,Home,4,No,Agency,3.0,813104.68,271034.89333333337,847.0366666666667,334696.9,"Apartment,Office",53.36755646817248,0,0,319.98011892440707
C1008,Company,Sterling,Co,1987-10-02,M,Usa,California,Home,2,No,Website,4.0,1018262.69,254565.6725,849.79,361077.2,Apartment,36.24914442162902,0,0,299.5630361618753
C1009,Individual,Evelyn,Bell,1950-02-11,F,Usa,Nevada,Investment,4,Yes,Agency,3.0,741160.04,247053.34666666668,971.1899999999999,306507.89,Apartment,73.88637919233402,1,1,254.38209481838436
C1010,Individual,Dennis,Moore,1964-03-10,M,Mexico,Jalisco,Home,4,No,Website,4.0,1331479.73,332869.9325,1077.195,510151.14,"Apartment,Office",59.81108829568789,0,0,309.01548234070896
C1011,Individual,Virginia,Brooks,,F,Usa,California,Investment,1,No,Website,4.0,1281389.3900000001,320347.34750000003,1075.505,476326.35,Apartment,53.36755646817248,1,0,297.85760875123776
C1012,Individual,Raymond,Morales,,M,Usa,New York,Home,4,Yes,Website,3.0,1690270.5,563423.5,1736.0333333333335,599421.75,"Apartment,Office",53.36755646817248,0,1,324.5464756821105
C1013,Individual,Stephanie,Patterson,,F,Usa,Oregon,Home,1,Yes,Website,4.0,1627907.97,406976.9925,1298.145,488639.08,"Apartment,Office",53.36755646817248,0,1,313.5065747663011
C1014,Individual,David,Weaver,1969-01-06,M,Usa,California,Home,3,Yes,Website,3.0,1278106.36,426035.45333333337,1523.6933333333334,495367.08,Apartment,54.98425735797399,0,1,279.6070862903297
C1015,Individual,Kyle,Davis,1977-09-01,M,Usa,California,Home,4,Yes,Website,3.0,884426.51,294808.83666666667,973.09,471331.07,Apartment,46.332648870636554,0,1,302.9615314787601
C1016,Individual,Andrea,Wilson,1976-04-05,F,Usa,California,Home,4,Yes,Agency,4.0,1542774.6099999999,385693.65249999997,1214.5625,536215.12,"Apartment,Office",47.73990417522245,0,1,317.55768229300674
C1017,Individual,Megan,Baker,,F,Usa,California,Home,1,Yes,Agency,4.0,1116371.43,279092.8575,928.745,457871.48,"Apartment,Office",53.36755646817248,0,1,300.5053674582366
C1018,Individual,Tiffany,Turner,,F,Usa,Colorado,Home,5,Yes,Client,3.0,845680.5700000001,281893.5233333334,1033.4833333333333,347722.15,Apartment,53.36755646817248,0,1,272.7605895918335
C1019,Individual,Carolyn,Stewart,,F,Usa,Nevada,Home,2,No,Client,3.0,1167255.18,389085.06,1325.0800000000002,486688.21,Apartment,53.36755646817248,0,0,293.6313732001086
C1020,Individual,Deborah,Morales,,F,Usa,California,Home,3,No,Agency,4.0,1248826.8599999999,312206.71499999997,994.0725,515392.69,"Apartment,Office",53.36755646817248,0,0,314.0683551753016
C1021,Individual,Jeffrey,Bryant,1974-09-04,M,Usa,California,Investment,1,No,Client,4.0,1554739.9,388684.975,1340.7775000000001,505490.44,"Apartment,Office",49.32511978097194,1,0,289.8952100553596
C1022,Individual,Christina,King,,F,Usa,Colorado,Home,1,No,Agency,4.0,1389709.13,347427.2825,1122.0925,623455.64,"Apartment,Office",53.36755646817248,0,0,309.6244583222863
C1023,Individual,Heather,Bell,,F,Usa,Nevada,Home,1,Yes,Website,3.0,1336237.87,445412.62333333335,1599.3433333333332,549773.4,Apartment,53.36755646817248,0,1,278.4971894715123
C1024,Individual,Gregory,Long,1969-08-03,M,Usa,Arizona,Investment,2,No,Agency,3.0,1351032.92,450344.30666666664,1510.3766666666668,598612.25,Apartment,54.41204654346338,1,0,298.16688552303725
C1025,Individual,Michelle,King,,F,Usa,California,Home,1,No,Client,3.0,738424.1799999999,246141.3933333333,735.3566666666667,276688.99,"Apartment,Office",53.36755646817248,0,0,334.72382109361894
C1026,Individual,Robert,Parker,1991-08-12,M,Usa,California,Investment,1,No,Agency,3.0,1440775.1,480258.3666666667,1452.2633333333333,582011.89,Apartment,32.388774811772755,1,0,330.69647607527565
C1027,Individual,Gerald,White,1976-12-10,M,Usa,California,Investment,1,Yes,Client,3.0,1554407.81,518135.9366666667,1649.26,532123.09,"Apartment,Office",47.058179329226554,1,1,314.16267699857315
C1028,Individual,Nicholas,Cox,1942-04-07,M,Usa,California,Home,1,Yes,Website,4.0,1143826.71,285956.6775,984.12,479050.0,Apartment,81.73579739904176,0,1,290.5709440921839
C1029,Individual,Ryan,Jackson,1949-11-06,M,Australia,Victoria,Home,1,No,Agency,3.0,946560.97,315520.3233333333,1049.3799999999999,409647.06,Apartment,74.15195071868582,0,0,300.6730863303411
C1030,Individual,Christine,Owens,,F,Usa,Ohio,Home,4,No,Website,4.0,1353543.06,338385.765,1070.475,406491.67,Apartment,53.36755646817248,0,0,316.10805016464656
C1031,Individual,Alexander,Reed,,M,Uk,England,Home,1,No,Website,3.0,1011333.2,337111.06666666665,1088.5866666666668,394120.88,"Apartment,Office",53.36755646817248,0,0,309.6777472931262
C1032,Individual,Larry,Freeman,1977-01-03,M,Usa,Nevada,Home,5,No,Website,4.0,1494289.73,373572.4325,1086.2275,566395.41,Apartment,46.992470910335385,0,0,343.9173032352799
C1033,Individual,Eric,Jackson,,M,France,Ile-De-France,Home,2,No,Website,4.0,1496120.51,374030.1275,1313.38,507541.5,"Apartment,Office",53.36755646817248,0,0,284.7843940824437
C1034,Individual,Andrea,Wilson,,F,Usa,Colorado,Home,5,No,Client,4.0,1200049.6,300012.4,970.375,429156.03,"Apartment,Office",53.36755646817248,0,0,309.1716089140796
C1035,Individual,Jacob,Williams,1961-02-10,M,Usa,Virginia,Home,2,No,Website,4.0,1528550.1300000001,382137.53250000003,1227.17,550601.55,"Apartment,Office",62.888432580424364,0,0,311.39738789246803
C1036,Individual,Martha,Collins,,F,Usa,Oregon,Home,2,No,Agency,3.0,1176436.08,392145.36000000004,1350.4933333333333,443662.17,Apartment,53.36755646817248,0,0,290.3719332194655
C1037,Company,Corvus,Co,1970-01-02,M,Mexico,Baja California,Home,2,Yes,Website,3.0,1115637.13,371879.0433333333,1190.3133333333333,499833.64,"Apartment,Office",53.9958932238193,0,1,312.4211356113516
C1038,Individual,Gerald,Gray,,M,Usa,California,Investment,3,No,Website,3.0,907128.2000000001,302376.0666666667,939.3299999999999,419687.28,Apartment,53.36755646817248,1,0,321.90611038364233
C1039,Individual,Nicholas,Carter,,M,Usa,California,Home,1,Yes,Agency,4.0,1428452.94,357113.235,1210.7375000000002,585383.34,Apartment,53.36755646817248,0,1,294.9551285889798
C1040,Individual,Joseph,Young,1940-04-05,M,Usa,California,Investment,5,Yes,Website,3.0,901095.79,300365.26333333337,992.2199999999999,332452.89,Apartment,83.73990417522245,1,1,302.72042826523693
C1041,Individual,Evelyn,Morris,1990-12-07,F,Usa,Nevada,Home,5,Yes,Website,3.0,1150040.79,383346.93,1303.7766666666666,402848.9,Apartment,33.06776180698152,0,1,294.0280646225197
C1042,Individual,Rebecca,Parker,1945-08-03,F,Usa,Nevada,Home,2,No,Agency,4.0,1325783.46,331445.865,1122.0925,530985.4,Apartment,78.41204654346338,0,0,295.3819448931349
C1043,Individual,Carol,Griffin,,F,Usa,Washington,Home,5,No,Website,3.0,1067911.8599999999,355970.61999999994,1357.1933333333334,426620.64,Apartment,53.36755646817248,0,0,262.2843859140677
C1044,Individual,Eric,Howard,,M,Usa,Nevada,Investment,5,No,Website,4.0,1368036.3900000001,342009.09750000003,1145.535,443365.72,Apartment,53.36755646817248,1,0,298.55840065995363
C1045,Individual,Rebecca,Allen,1942-04-01,F,Usa,New York,Home,3,No,Website,3.0,974840.03,324946.6766666667,1060.1133333333335,425602.22,"Apartment,Office",81.75222450376455,0,0,306.5206959004383
C1046,Individual,Maria,Wood,,F,Canada,Quebec,Home,4,Yes,Website,4.0,1301128.39,325282.0975,1049.6999999999998,517811.18,Apartment,53.36755646817248,0,1,309.8810112413071
C1047,Individual,Ronald,Reyes,1984-12-12,M,Usa,Virginia,Home,3,No,Website,3.0,1333737.83,444579.2766666667,1454.5733333333335,547111.08,Apartment,39.05270362765229,0,0,305.6423945624375
C1048,Individual,Angela,Turner,,F,Usa,Oregon,Investment,1,No,Agency,3.0,1349339.41,449779.8033333333,1439.256666666667,583294.59,"Apartment,Office",53.36755646817248,1,0,312.5084036435474
C1049,Individual,Tiffany,Sanders,1940-11-05,F,Usa,California,Investment,5,No,Website,3.0,1214294.1600000001,404764.72000000003,1451.5366666666669,500013.28,Apartment,83.15400410677618,1,0,278.8525631457237
C1050,Individual,Tyler,Watson,1955-10-03,M,Usa,Georgia,Home,4,Yes,Website,4.0,1274655.09,318663.7725,1192.72,446439.12,Apartment,68.24640657084188,0,1,267.1739993460326
C1051,Individual,Cheryl,Hansen,,F,Usa,Virginia,Home,1,Yes,Agency,3.0,894972.26,298324.08666666667,1016.7433333333333,543773.78,"Apartment,Office",53.36755646817248,0,1,293.4114017631457
C1052,Individual,Kimberly,Parker,,F,Usa,Utah,Home,1,Yes,Agency,4.0,1008000.54,252000.135,836.9425,296702.8,Apartment,53.36755646817248,0,1,301.09611472711686
C1053,Individual,Adam,Kim,1974-11-10,M,Mexico,Nuevo Leon,Home,2,Yes,Website,3.0,1280976.9,426992.3,1336.61,630342.5,Apartment,49.14168377823409,0,1,319.45915412872864
C1054,Individual,Edward,Foster,1989-09-04,M,Usa,Arizona,Home,2,Yes,Website,3.0,837920.5800000001,279306.86000000004,879.3433333333332,317911.69,"Apartment,Office",34.32443531827516,0,1,317.6311793269979
C1055,Individual,Jonathan,Bennett,,M,Usa,New York,Investment,2,Yes,Website,3.0,811498.78,270499.5933333333,926.3966666666666,373299.4,"Apartment,Office",53.36755646817248,1,1,291.99111251839565
C1056,Individual,Larry,Wilson,,M,Usa,Colorado,Home,1,Yes,Website,3.0,1436352.77,478784.25666666665,1754.9366666666667,499350.78,"Apartment,Office",53.36755646817248,0,1,272.8213876664115
C1057,Individual,Jesse,Garcia,,M,Usa,Nevada,Investment,5,No,Website,4.0,1430593.53,357648.3825,1301.4,521044.57,Apartment,53.36755646817248,1,0,274.8181823420931
C1058,Individual,Rachel,Weaver,1973-06-12,F,Germany,Bavaria,Home,3,Yes,Website,4.0,1526007.8199999998,381501.95499999996,1190.4075,532913.83,"Apartment,Office",50.554414784394254,0,1,320.4801339037262
C1059,Individual,Danielle,Davis,,F,Usa,California,Home,4,No,Website,3.0,1266979.76,422326.58666666667,1422.97,580992.98,"Apartment,Office",53.36755646817248,0,0,296.7923334059514
C1060,Individual,Christian,Evans,,M,Usa,Nevada,Home,5,No,Agency,3.0,1167625.18,389208.3933333333,1321.5033333333333,557611.23,Apartment,53.36755646817248,0,0,294.51941854100505
C1061,Individual,Stephanie,Smith,1960-06-01,F,Uk,Scotland,Home,1,No,Website,4.0,1689767.29,422441.8225,1422.9925,575615.86,Apartment,63.58384668035592,0,0,296.8686219358148
C1062,Individual,Billy,Foster,,M,Usa,California,Home,4,No,Agency,4.0,1766882.53,441720.6325,1406.6075,704808.48,Apartment,53.36755646817248,0,0,314.03261570836213
C1063,Individual,Nicole,Weaver,1988-12-05,F,Usa,New York,Investment,5,Yes,Website,3.0,1315820.94,438606.98,1354.2933333333333,496232.48,"Apartment,Office",35.07186858316222,1,1,323.86409148190444
